brand,bucketed_dwell_times,city,close_date,date_range_end,date_range_start,device_type,distance_from_home,footprint_id,id_store,is_distributor,iso_country_code,latitude,location_name,longitude,median_dwell,msa_code,naics_code,open_date,persistent_id,persistent_id_store,poi_cbg,postal_code,region,related_same_day_brand,related_same_week_brand,street_address,sub_category,ticker,top_category,visit_counts,visitor_country_of_origin,visitor_counts,visitor_daytime_cbgs,visitor_home_aggregation,visitor_home_cbgs,visits_by_day,visits_by_each_hour
Beauty Salons,"{""<5"":51, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Longview,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":51}",None,4074855973660155170,9745310,False,US,32.4468498,Beauty Salons,-94.7168274,None,30980,812112,1970-01-01,A1_NAICS-812112,9745310,481830014001,75602,TX,"{""Denny's"":26,""Motel 6"":26,""Pilot Travel Centers"":26,""Sonic"":26,""Truck Stops"":26}","{""Mall"":51,""Sonic"":51,""Advan"":26,""Arby's Restaurant Group"":26,""Armani Exchange"":26,""Autozone"":26,""Banana Republic"":26,""Best Western"":26,""Build A Bear"":26,""Cardtronics"":26,""DXP Enterprises"":26,""Denny's"":26,""Gas Stations"":26,""Giorgio Armani"":26,""Great Plains National Bank"":26,""Hollister"":26,""ICBA"":26,""Jack in the Box"":26,""Johnston & Murphy"":26}",3625 S Martin Luther King Jr Blvd,Beauty Salons ,NAICS-812112,Personal Care Services ,51,None,51,None,None,None,"[0,51,0,0,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Supermarkets and Other Grocery Retailers (except Convenience Retailers),"{""<5"":51, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Richboro,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":26,""ios"":26}",None,8764189326803452093,8465439,False,US,40.2161598,Supermarkets and Other Grocery Retailers (except Convenience Retailers),-75.0103073,None,37980,445110,1970-01-01,A1_NAICS-445110,8465439,420171050032,18954,PA,"{""Convenience Stores"":26,""Gulf Oil"":26,""Restaurants"":26}","{""Acme"":26,""Convenience Stores"":26,""Courtyard by Marriott"":26,""Fairfield Inn & Suites"":26,""Gas Stations"":26,""Grocery Stores"":26,""Gulf Oil"":26,""Hospitality Properties Trust"":26,""Live Nation Promoted Venues"":26,""Moneygram"":26,""Restaurants"":26}",1025 2Nd Street Pike,Supermarkets and Other Grocery (except Convenience) Stores ,NAICS-445110,Grocery Stores ,51,None,51,None,None,None,"[0,0,0,26,26,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Painting and Wall Covering Contractors,"{""<5"":26, ""5-20"":0, ""21-60"":0,""61-240"":25,"">240"":0}",Amarillo,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51}",None,8228374486422689278,10635551,False,US,35.1342319,Painting and Wall Covering Contractors,-101.9044194,61.0,11100,238320,1970-01-01,A1_NAICS-238320,10635551,483810216064,79109,TX,"{""Batteries Plus Bulbs"":26,""Chaco"":26,""Freshpet"":26,""Hampton"":26,""Live Nation Promoted Venues"":26,""Mall"":26,""Moneygram"":26,""Walmart"":26}","{""Hankook Tire"":51,""Moneygram"":51,""Walmart"":51,""AAA/CAA Auto Repair - Authorized Providers"":26,""At Home"":26,""Batteries Plus Bulbs"":26,""Braum's Ice Cream & Dairy Store"":26,""Buckle"":26,""Cardtronics"":26,""Chaco"":26,""Cooper Tire & Rubber"":26,""Dillard's"":26,""Dior"":26,""Dunlop Tires"":26,""Ford"":26,""Freshpet"":26,""Group 1 Automotive"":26,""Hampton"":26,""Happy State Bank"":26}",6209 Drexel Ln,Painting and Wall Covering Contractors,NAICS-238320,Building Finishing Contractors,52,None,51,None,None,None,"[0,0,25,0,0,0,26]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0]"
ConocoPhillips,"{""<5"":51, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Saint Rose,2018-11-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""ios"":51}",None,9059948956340221853,1754418,False,US,29.9459133,ConocoPhillips,-90.3170183,None,35380,447110,1970-01-01,A1_COP,1754418,220890622001,70087,LA,"{""America's Thrift Store"":26,""Ports"":26}","{""America's Thrift Store"":26,""CF Industries"":26,""Cardtronics"":26,""Evonik"":26,""Freshpet"":26,""Incitec Pivot"":26,""Mall"":26,""Ports"":26,""Western Union"":26,""Winn Dixie"":26}",101 Saint Rose Avenue,Gasoline Stations with Convenience Stores ,COP,Gasoline Stations ,51,None,51,None,None,None,"[0,0,0,0,51,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Progressive,"{""<5"":26, ""5-20"":0, ""21-60"":26,""61-240"":25,"">240"":0}",Glendale,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":51}",None,8627892091253274227,4956489,True,US,33.6497928,The Progressive Corporation,-112.21908,146.0,38060,524126,1970-01-01,A1_PGR,4956489,040136178002,85308,AZ,"{""Cardtronics"":26,""Circle K"":26,""Convenience Stores"":26,""IHOP"":26,""i9 Sports"":26}","{""Cardtronics"":26,""Circle K"":26,""Convenience Stores"":26,""Cycle Gear"":26,""FedEx"":26,""Gas Stations"":26,""IHOP"":26,""Mall"":26,""McDonald's"":26,""Pappadeaux Seafood Kitchen"":26,""QuikTrip"":26,""Restaurants"":26,""Smoke Shops"":26,""Starbucks"":26,""Western Union"":26,""i9 Sports"":26}",18220 N. 74Th Drive,Direct Property and Casualty Insurance Carriers ,PGR,Insurance Carriers,77,None,51,None,None,None,"[26,0,25,0,26,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
North Carolina DMV,"{""<5"":26, ""5-20"":26, ""21-60"":0,""61-240"":0,"">240"":0}",Roanoke Rapids,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":26,""ios"":26}",None,5474919817358978534,6493937,False,US,36.4034355,North Carolina DMV,-77.6473095,11.0,40260,926120,1970-01-01,A1_NCDMV-A,6493937,370839306003,27870,NC,"{""Casinos"":26,""Fossil Fuel Plants"":26,""GSA Lease"":26,""Gas Stations"":26,""Love's"":26,""MGM Growth Properties"":26,""MGM Resorts"":26,""Police Protection"":26,""Shell Oil"":26,""Truck Stops"":26,""U.S. Social Security Administration"":26}","{""Autozone"":26,""Baymont Inn Suites"":26,""Casinos"":26,""Colonial Parking"":26,""EV Charging Stations"":26,""Fossil Fuel Plants"":26,""GSA"":26,""GSA Lease"":26,""Gas Stations"":26,""Gyms"":26,""Health Mart"":26,""Love's"":26,""MGM Growth Properties"":26,""MGM Resorts"":26,""Office Building"":26,""Pennzoil"":26,""Police Protection"":26,""Rappaport"":26,""Shell Oil"":26}",26 Three Bridges Road,Regulation and Administration of Transportation Programs ,NCDMV-A,Administration of Economic Programs ,51,None,51,None,None,None,"[26,0,0,0,26,0,0]","[0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Plumbing, Heating, and Air-Conditioning Contractors","{""<5"":51, ""5-20"":0, ""21-60"":25,""61-240"":0,"">240"":0}",San Anselmo,2038-01-01,2017-02-12 00:00:00,2017-02-06 00:00:00,"{""android"":26,""ios"":26}",None,4898473847930058534,10261170,False,US,37.9857475,"Plumbing, Heating, and Air-Conditioning Contractors",-122.577511,29.0,41860,238220,1970-01-01,A1_NAICS-238220,10261170,060411160001,94960,CA,"{""Chase"":26,""Furniture & Home Furnishings"":26,""Mall"":26,""Walgreens"":26,""Western Union"":26}","{""Cardtronics"":51,""Mall"":51,""Western Union"":51,""7 Eleven"":26,""Boost Mobile"":26,""CVS"":26,""Canidae"":26,""Chase"":26,""Coffee Shops"":26,""Convenience Stores"":26,""CrossFit"":26,""Edward Jones"":26,""Furniture & Home Furnishings"":26,""Gas Stations"":26,""Golf Courses"":26,""Herc Rentals"":26,""Moneygram"":26,""National Forests"":26,""Oakmont Senior Living"":26}",68 Medway Rd,"Plumbing, Heating, and Air-Conditioning Contractors ",NAICS-238220,Building Equipment Contractors,77,None,51,None,None,None,"[0,0,51,26,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Hankook Tire,"{""<5"":20, ""5-20"":0, ""21-60"":0,""61-240"":20,"">240"":0}",Amira Lora,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":20,""ios"":20}",None,1545398293440710574,5172991,False,US,34.01712,HANKOOK TIRE,-117.519859,80.0,40140,441320,2018-07-14,A1_161390.KS,5172991,060650405031,91752,CA,"{""Armstrong Flooring"":20,""Home Depot"":20,""Mall"":20,""Restaurants"":20}","{""Mall"":40,""ARCO"":20,""Albertson's"":20,""Armstrong Flooring"":20,""Baskin Robbins"":20,""Blaze Pizza"":20,""Blink Charging"":20,""Chase"":20,""Chick-fil-A"":20,""Convenience Stores"":20,""Freshpet"":20,""Hankook Tire"":20,""Home Depot"":20,""Jo-Ann Stores"":20,""Kaiser Permanente"":20,""Merlone Geier Partners"":20,""Moneygram"":20,""Northgate Gonzalez Markets"":20,""Power Plants, Other Energy Source"":20}",10888 San Sevaine Way Amira Loma,Tire Dealers ,161390.KS,"Automotive Parts, Accessories, and Tire Stores ",40,None,40,None,None,None,"[0,0,0,20,20,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Used Merchandise Stores,"{""<5"":60, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Dallas,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":20,""ios"":20}",None,8440193054089313063,8553385,False,US,32.8820992,Used Merchandise Stores,-96.7930222,5.0,19100,453310,1970-01-01,A1_NAICS-453310,8553385,481130076042,75230,TX,"{""7 Eleven"":20,""Boost Mobile"":20,""Cardtronics"":20,""Chuck E. Cheese's"":20,""Convenience Stores"":20,""Laredo Taco Company"":20,""Western Union"":20}","{""7 Eleven"":20,""Arctic Cat"":20,""Bass Pro Shops"":20,""Boost Mobile"":20,""Cardtronics"":20,""Chaco"":20,""Chuck E. Cheese's"":20,""Convenience Stores"":20,""Cordish Company"":20,""Golden Chick"":20,""Kobalt Investment Company"":20,""Laredo Taco Company"":20,""Mall"":20,""MetroPCS"":20,""Scheels"":20,""Subway"":20,""T-Mobile"":20,""Western Union"":20,""Whataburger"":20}",6510 Aberdeen Ave,Used Merchandise Stores ,NAICS-453310,Used Merchandise Stores ,60,None,40,None,None,None,"[20,0,0,20,20,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Esurance Auto Repair Shops,"{""<5"":41, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Warrenton,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":20,""ios"":20}",None,5920027769240683428,11759867,False,US,38.7040235,Esurance Auto Repair Shops,-77.7921295,None,47900,811111,1970-01-01,A1_ESURA-A,11759867,510619303053,20186,VA,"{""ASA (Automotive Service Association)"":40,""Arby's"":20,""Big Lots"":20,""Convenience Stores"":20,""Covetrus"":20,""Dollar Tree"":20,""Keds"":20,""Mall"":20,""McDonald's"":20,""Wolverine"":20}","{""ASA (Automotive Service Association)"":40,""7 Eleven"":20,""AT&T"":20,""Arby's"":20,""Arula"":20,""BA&SH"":20,""Bally"":20,""Barnes and Noble"":20,""Big Lots"":20,""Bloomingdale's"":20,""Boost Mobile"":20,""Brixmor Property Group"":20,""Casper"":20,""Charleys Philly Steaks"":20,""Convenience Stores"":20,""Covetrus"":20,""Dollar Tree"":20,""Dunkin Donuts"":20,""Dunlop Tires"":20}",281 E Shirley Ave,General Automotive Repair ,ESURA-A,Automotive Repair and Maintenance,41,None,40,None,None,None,"[0,20,0,0,0,0,20]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0]"
Beauty Salons,"{""<5"":20, ""5-20"":0, ""21-60"":40,""61-240"":0,"">240"":0}",Kenosha,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":40,""ios"":20}",None,8657422301838537721,9610685,False,US,42.5876966,Beauty Salons,-87.8352705,50.0,16980,812112,1970-01-01,A1_NAICS-812112,9610685,550590009001,53140,WI,"{""Mall"":40,""Asics"":20,""Burlington Coat Factory"":20,""Cardtronics"":20,""Chick-fil-A"":20,""Convenience Stores"":20,""Country Inn & Suites"":20,""Dick's Sporting Goods"":20,""Freshpet"":20,""Gas Stations"":20,""Hallmark"":20,""Hotel"":20,""Inland"":20,""Kwik Trip"":20,""Marshalls"":20,""Panda Express"":20,""Power Plants, Other Energy Source"":20,""Target"":20,""Texas Roadhouse"":20}","{""Cardtronics"":61,""Freshpet"":40,""Hotel"":40,""Mall"":40,""Woodman's Markets"":40,""Asics"":20,""Burlington Coat Factory"":20,""CITGO"":20,""CVS"":20,""Chick-fil-A"":20,""Convenience Stores"":20,""Country Inn & Suites"":20,""Dick's Sporting Goods"":20,""Fossil Fuel Plants"":20,""Gas Stations"":20,""Grocery Stores"":20,""Hallmark"":20,""IKEA"":20,""Inland"":20}",2109 52Nd St,Beauty Salons ,NAICS-812112,Personal Care Services ,60,None,60,None,None,None,"[20,0,0,20,20,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
EV Charging Stations,"{""<5"":60, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Dixon,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""ios"":40,""android"":20}",None,9099494236961100072,11580041,False,US,38.4579065,Electric Vehicle Charging Stations,-121.8398945,None,46700,447190,1970-01-01,A1_EV-A,11580041,060952534041,95620,CA,"{""Mall"":40,""Moneygram"":40,""Dunlop Tires"":20,""Edward Jones"":20,""Furniture & Home Furnishings"":20,""Gas Stations"":20,""Quest Diagnostics"":20,""Safeway"":20,""Walmart"":20,""Western Union"":20}","{""Mall"":61,""Moneygram"":61,""Dunlop Tires"":40,""McDonald's"":40,""Walmart"":40,""7 Eleven"":20,""ARCO"":20,""Ace Hardware"":20,""Boost Mobile"":20,""Boys & Girls Clubs of America"":20,""Cardtronics"":20,""Chevron"":20,""Convenience Stores"":20,""Cooper Tire & Rubber"":20,""Costco"":20,""Dutch Bros Coffee"":20,""Edward Jones"":20,""Furniture & Home Furnishings"":20,""Gas Stations"":20}",1305 Stratford Ave,Other Gasoline Stations ,EV-A,Gasoline Stations ,60,None,60,None,None,None,"[20,20,0,0,20,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
"Beer, Wine, and Liquor Stores","{""<5"":60, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Elgin,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":61}",None,6719942554647642920,8474749,False,US,34.1525307,"Beer, Wine, and Liquor Stores",-80.8544769,None,17900,445310,1970-01-01,A1_NAICS-445310,8474749,450790114241,29045,SC,"{""Mall"":40,""Western Union"":40,""Armstrong Flooring"":20,""Briggs & Stratton"":20,""Extra Space Storage"":20,""Freshpet"":20,""Gas Stations"":20,""Home Depot"":20,""Lowe's Foods"":20,""Moneygram"":20,""O'Reilly Auto Parts"":20,""Pennzoil"":20,""Publix"":20,""Walmart"":20,""Wells Fargo"":20,""World Finance"":20}","{""Mall"":61,""Moneygram"":61,""Walmart"":61,""Dollar General"":40,""Dunlop Tires"":40,""Freshpet"":40,""Pennzoil"":40,""Wells Fargo"":40,""Western Union"":40,""American Deli"":20,""Armstrong Flooring"":20,""Briggs & Stratton"":20,""Carrabba's Italian Grill"":20,""Circle K"":20,""Cook Out"":20,""Dairy Queen"":20,""Eggs Up Grill"":20,""Extra Space Storage"":20,""Garmin"":20}",301 Cherrywood Dr,"Beer, Wine, and Liquor Stores ",NAICS-445310,"Beer, Wine, and Liquor Stores ",60,None,60,None,None,None,"[0,20,20,0,20,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
Cricket Wireless,"{""<5"":60, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Philadelphia,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":61}",None,8782325639693341092,4860152,False,US,40.0295821,Cricket Wireless,-75.146219,None,37980,517312,1970-01-01,A1_T-CRICKET,4860152,421010283007,19141,PA,"{""Autozone"":20,""Convenience Stores"":20,""Delicatessens"":20,""Wawa"":20}","{""Acme"":20,""Armstrong Flooring"":20,""Autozone"":20,""Chick-fil-A"":20,""Citizens Bank"":20,""Convenience Stores"":20,""Delicatessens"":20,""Home Depot"":20,""Mission BBQ"":20,""Moneygram"":20,""Perform Properties"":20,""Ports"":20,""Restaurants"":20,""Storage & Warehouse Parking"":20,""Sunoco"":20,""Wawa"":20,""Whirlpool"":20}",5018 Old York Rd,Wireless Telecommunications Carriers (except Satellite),T-CRICKET,Wired and Wireless Telecommunications Carriers,60,None,60,None,None,None,"[0,40,0,20,0,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
General Automotive Repair,"{""<5"":60, ""5-20"":0, ""21-60"":0,""61-240"":0,"">240"":0}",Sanborn,2038-01-01,2020-07-05 00:00:00,2020-06-29 00:00:00,"{""android"":61}",None,4951109855379563717,10477523,False,US,43.121734,General Automotive Repair,-78.926102,None,15380,811111,1970-01-01,A1_NAICS-811111,10477523,360630227152,14132,NY,"{""AAA/CAA Auto Repair - Authorized Providers"":20,""Chrysler"":20,""Cooper Tire & Rubber"":20,""Dodge"":20,""Dunlop Tires"":20,""Goodyear Auto Service Centers"":20,""Hankook Tire"":20,""Jeep"":20,""Mavis Tire"":20,""NAPA Auto Parts"":20,""Pennzoil"":20}","{""Dunlop Tires"":61,""Freshpet"":61,""Western Union"":61,""7 Eleven"":40,""AAA/CAA Auto Repair - Authorized Providers"":40,""Boost Mobile"":40,""Goodyear Auto Service Centers"":40,""Mall"":40,""Moneygram"":40,""Salvation Army"":40,""Sodastream"":40,""Walmart"":40,""Budget Host"":20,""Buick"":20,""Canidae"":20,""CarMax"":20,""Chili's"":20,""Chrysler"":20,""Convenience Stores"":20}",2267 Lockport Rd,General Automotive Repair ,NAICS-811111,Automotive Repair and Maintenance,60,None,60,None,None,None,"[20,0,20,0,20,0,0]","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]"
